Id,SalePrice
1671,263036.655
1672,467482.355
1673,303129.04
1674,251836.155
1675,188096.13
1676,190657.38
1677,216331.195
1678,463492.745
1679,373681.585
1680,327630.535
1681,268144.81
1682,302561.525
1683,186858.57
1684,171254.915
1685,174655.48
1686,167469.92
1687,168648.61
1688,186562.385
1689,189117.99
1690,184347.41
1691,175831.95
1692,263652.24
1693,171539.805
1694,184530.17
1695,170563.31
1696,268185.075
1697,171601.575
1698,341132.675
1699,330582.84
1700,247144.6
1701,269288.725
1702,255516.25
1703,252564.095
1704,294489.61
1705,240989.695
1706,455643.685
1707,224067.225
1708,221259.415
1709,287437.405
1710,224746.48
1711,262144.895
1712,244140.645
1713,241937.745
1714,227413.825
1715,201174.68
1716,177620.685
1717,164467.32
1718,141419.195
1719,203912.2
1720,256772.435
1721,164226.48
1722,133998.86
1723,157007.73
1724,214986.825
1725,232407.985
1726,188243.57
1727,172189.06
1728,187171.845
1729,166022.835
1730,164076.965
1731,119865.245
1732,132343.38
1733,127847.49
1734,133225.815
1735,132087.0
1736,116558.615
1737,366103.06
1738,216020.685
1739,270254.835
1740,190768.515
1741,178627.645
1742,171910.75
1743,173359.49
1744,314326.765
1745,242653.59
1746,276954.475
1747,221149.71
1748,203409.825
1749,162176.175
1750,149427.69
1751,230485.47
1752,124014.04
1753,139413.205
1754,218937.56
1755,166323.76
1756,121932.69
1757,121029.87
1758,146422.605
1759,168956.75
1760,158471.775
1761,155408.445
1762,172210.65
1763,164673.93
1764,118390.455
1765,169113.45
1766,173503.62
1767,193831.44
1768,141165.875
1769,165162.185
1770,141107.375
1771,140146.925
1772,140974.23
1773,139836.69
1774,132946.845
1775,131334.775
1776,121488.035
1777,117252.65
1778,129474.27
1779,120548.915
1780,177400.5
1781,131371.615
1782,97963.175
1783,125812.22
1784,94829.555
1785,113217.04
1786,146718.06
1787,167381.26
1788,61569.355
1789,92951.13
1790,89293.35
1791,182304.05
1792,151354.5
1793,145172.75
1794,141588.19
1795,138767.375
1796,124310.165
1797,116438.97
1798,127870.375
1799,116506.495
1800,127857.875
1801,128227.76
1802,151224.22
1803,148739.81
1804,139944.2
1805,137160.75
1806,115057.055
1807,146841.16
1808,120651.815
1809,125162.14
1810,144184.17
1811,116036.275
1812,116293.415
1813,121137.75
1814,99912.56
1815,61577.32
1816,99473.685
1817,125415.895
1818,132486.0
1819,115717.965
1820,86799.105
1821,120062.12
1822,148452.35
1823,63200.57
1824,131505.525
1825,134753.945
1826,107208.415
1827,107617.97
1828,137715.375
1829,108411.65
1830,143055.895
1831,167806.95
1832,123154.07
1833,148539.575
1834,133563.865
1835,178460.555
1836,129300.19
1837,103780.49
1838,138035.66
1839,84615.415
1840,167059.265
1841,148958.02
1842,95016.66
1843,143026.31
1844,141150.3
1845,139614.66
1846,151821.75
1847,149136.25
1848,65249.55
1849,117448.57
1850,129608.6
1851,151606.935
1852,127076.665
1853,137385.09
1854,175564.475
1855,146804.045
1856,223098.36
1857,152707.32
1858,141873.78
1859,123800.885
1860,154927.33
1861,123775.885
1862,276343.575
1863,270798.43
1864,270798.43
1865,328858.67
1866,327795.1
1867,243038.285
1868,308334.705
1869,195336.38
1870,249744.84
1871,257983.16
1872,171707.93
1873,232037.525
1874,138225.5
1875,204151.54
1876,191337.15
1877,206747.6
1878,207689.175
1879,132713.18
1880,134875.45
1881,234941.0
1882,261751.48
1883,196527.75
1884,217381.86
1885,260333.195
1886,305625.13
1887,196811.555
1888,278562.93
1889,164143.16
1890,134423.335
1891,144171.88
1892,112092.745
1893,139517.17
1894,126389.87
1895,147253.92
1896,123942.5
1897,123633.75
1898,108011.435
1899,129371.37
1900,154974.48
1901,156507.155
1902,150354.285
1903,226871.435
1904,137455.275
1905,175156.745
1906,153830.76
1907,198506.585
1908,114199.27
1909,135505.905
1910,124216.245
1911,190370.01
1912,257533.945
1913,140790.855
1914,63807.415
1915,339665.125
1916,70966.715
1917,261437.945
1918,135710.5
1919,157084.105
1920,148834.88
1921,410125.57
1922,325082.55
1923,198159.6
1924,241797.28
1925,226697.695
1926,375795.75
1927,140933.17
1928,160308.66
1929,127161.12
1930,129071.3
1931,139766.15
1932,132079.71
1933,171981.675
1934,183925.25
1935,176445.085
1936,192301.925
1937,181724.725
1938,165832.995
1939,248348.535
1940,198478.5
1941,176764.91
1942,191484.745
1943,195975.705
1944,315620.58
1945,362751.215
1946,160971.38
1947,309617.875
1948,169362.11
1949,245239.805
1950,179819.25
1951,268239.08
1952,244668.355
1953,165881.845
1954,205433.0
1955,130482.15
1956,271312.88
1957,157855.815
1958,310475.825
1959,140784.28
1960,115984.82
1961,120599.79
1962,94235.25
1963,102578.75
1964,112163.75
1965,156933.75
1966,154225.8
1967,299076.04
1968,392546.08
1969,371425.265
1970,419880.57
1971,415257.21
1972,364806.03
1973,267227.695
1974,314726.815
1975,468586.725
1976,274646.975
1977,358127.265
1978,356824.185
1979,334425.335
1980,193417.555
1981,341931.325
1982,233696.47
1983,220980.315
1984,169424.9
1985,206714.48
1986,214781.81
1987,182854.17
1988,178663.21
1989,186971.645
1990,217943.645
1991,216440.295
1992,214942.245
1993,171898.485
1994,250458.98
1995,184451.43
1996,261761.77
1997,326089.675
1998,351062.285
1999,257774.61
2000,297315.93
2001,264008.25
2002,230544.095
2003,251183.0
2004,260488.545
2005,226583.27
2006,223278.85
2007,243184.705
2008,208329.595
2009,190595.75
2010,190123.86
2011,146740.69
2012,182069.945
2013,181116.76
2014,186674.5
2015,196075.855
2016,191828.25
2017,204921.59
2018,122576.83
2019,133844.33
2020,121047.04
2021,117582.35
2022,177233.87
2023,150531.51
2024,219904.1
2025,369021.15
2026,184494.52
2027,147507.2
2028,153271.71
2029,171096.26
2030,280169.855
2031,263034.36
2032,280914.095
2033,277990.3
2034,166368.74
2035,202787.5
2036,186153.305
2037,190777.805
2038,334954.195
2039,207698.42
2040,410740.175
2041,279394.31
2042,205784.2
2043,172983.12
2044,169311.0
2045,234772.325
2046,136786.91
2047,154382.67
2048,133415.8
2049,135815.07
2050,174683.0
2051,108029.375
2052,139093.715
2053,145662.375
2054,84994.525
2055,159893.19
2056,128592.13
2057,127656.15
2058,215790.85
2059,143643.915
2060,164076.0
2061,172142.05
2062,139610.25
2063,112981.1
2064,138824.335
2065,124620.68
2066,175025.52
2067,141348.67
2068,136202.915
2069,85296.525
2070,109907.52
2071,94483.195
2072,136654.19
2073,138113.165
2074,182661.855
2075,147090.255
2076,122988.5
2077,149449.91
2078,131993.915
2079,131554.31
2080,114769.23
2081,121876.75
2082,131069.425
2083,146228.59
2084,111391.31
2085,132716.615
2086,113859.505
2087,118620.275
2088,108476.985
2089,94945.32
2090,134760.525
2091,127637.7
2092,135326.42
2093,143087.855
2094,141034.175
2095,154004.0
2096,87649.755
2097,97798.485
2098,147855.33
2099,59063.06
2100,123153.705
2101,125512.93
2102,145600.095
2103,104651.11
2104,132323.72
2105,128993.3
2106,79043.39
2107,250944.31
2108,118335.04
2109,113618.605
2110,122200.375
2111,150873.15
2112,137326.545
2113,119874.045
2114,107756.45
2115,147380.985
2116,107346.44
2117,148492.335
2118,118487.52
2119,106937.07
2120,108878.665
2121,116680.475
2122,100841.005
2123,92231.735
2124,188263.345
2125,131168.865
2126,159074.67
2127,148150.13
2128,130145.905
2129,101401.215
2130,146919.57
2131,152359.685
2132,112591.42
2133,114177.72
2134,118712.65
2135,102011.945
2136,84063.98
2137,121304.7
2138,137124.55
2139,152362.75
2140,136838.25
2141,142442.18
2142,138584.47
2143,142838.68
2144,123181.215
2145,136726.5
2146,149561.28
2147,163539.41
2148,127516.525
2149,134861.1
2150,235180.3
2151,135834.495
2152,168249.42
2153,158892.135
2154,110951.61
2155,128065.62
2156,222386.78
2157,244445.855
2158,234273.39
2159,218888.2
2160,174194.355
2161,252398.815
2162,453682.855
2163,338631.095
2164,249964.795
2165,172832.74
2166,143659.985
2167,203599.265
2168,209078.95
2169,192750.045
2170,222587.865
2171,142455.935
2172,143518.365
2173,156248.465
2174,240922.925
2175,309046.2
2176,327390.59
2177,255857.865
2178,224419.23
2179,148941.75
2180,191111.93
2181,192527.16
2182,224315.425
2183,193426.705
2184,140256.81
2185,135167.465
2186,144225.39
2187,150010.185
2188,157684.685
2189,179414.555
2190,85945.85
2191,90115.34
2192,87722.74
2193,96378.43
2194,102927.915
2195,113689.91
2196,109299.245
2197,109861.815
2198,151489.08
2199,166789.28
2200,131083.625
2201,131614.14
2202,196408.815
2203,166467.06
2204,172321.225
2205,121492.37
2206,134237.4
2207,245523.57
2208,223751.775
2209,183332.32
2210,122739.84
2211,113125.475
2212,112345.115
2213,105027.27
2214,146556.635
2215,102865.465
2216,152030.87
2217,67510.395
2218,94038.415
2219,74212.56
2220,79183.33
2221,341208.18
2222,255746.225
2223,266697.95
2224,211403.105
2225,141679.595
2226,173640.2
2227,197827.725
2228,281856.815
2229,237536.38
2230,159178.445
2231,215416.215
2232,175411.58
2233,175288.265
2234,250991.22
2235,203423.365
2236,280229.2
2237,349211.25
2238,200018.43
2239,128203.625
2240,163313.29
2241,150258.98
2242,136738.36
2243,137174.91
2244,94634.75
2245,93463.75
2246,142562.625
2247,101141.25
2248,124712.5
2249,126056.0
2250,138097.55
2251,134683.705
2252,171838.025
2253,158319.74
2254,179821.31
2255,191684.03
2256,180852.575
2257,191296.56
2258,173757.42
2259,177697.035
2260,147210.71
2261,190620.03
2262,207800.955
2263,330254.84
2264,422840.225
2265,169256.59
2266,286129.48
2267,358576.98
2268,365839.135
2269,164274.13
2270,183656.925
2271,252332.48
2272,206071.35
2273,165701.4
2274,172799.31
2275,163212.62
2276,171282.82
2277,180450.26
2278,157601.33
2279,119739.63
2280,116674.445
2281,177401.415
2282,176020.85
2283,94272.0
2284,108523.095
2285,151659.655
2286,128117.83
2287,339893.64
2288,274494.915
2289,377549.46
2290,421602.055
2291,312113.74
2292,398533.105
2293,454912.355
2294,385067.54
2295,433274.575
2296,283922.695
2297,306707.24
2298,327195.375
2299,373103.495
2300,321143.6
2301,278643.33
2302,233518.905
2303,244219.31
2304,243474.295
2305,184245.685
2306,184256.79
2307,187444.205
2308,218756.75
2309,285115.025
2310,223516.765
2311,192094.315
2312,170675.325
2313,174253.945
2314,176949.755
2315,171977.17
2316,175190.475
2317,179044.81
2318,170545.825
2319,175609.7
2320,180318.21
2321,245649.505
2322,167702.73
2323,186266.96
2324,169758.285
2325,223180.84
2326,168127.95
2327,214974.545
2328,221872.0
2329,181539.5
2330,177787.41
2331,353296.61
2332,397273.115
2333,312784.015
2334,264980.75
2335,258252.33
2336,330701.705
2337,200281.725
2338,282359.445
2339,233055.65
2340,371816.915
2341,222009.845
2342,239601.34
2343,225981.225
2344,236424.255
2345,238024.89
2346,217993.105
2347,195317.13
2348,225166.855
2349,150897.525
2350,279285.5
2351,254879.7
2352,242686.325
2353,208929.42
2354,134068.2
2355,160500.61
2356,150665.815
2357,197873.505
2358,197559.825
2359,125216.545
2360,119167.615
2361,138862.55
2362,267505.955
2363,142339.425
2364,149839.41
2365,219629.765
2366,193634.07
2367,222121.535
2368,202745.16
2369,222591.02
2370,169627.25
2371,170588.66
2372,170933.555
2373,260618.71
2374,298558.365
2375,243762.05
2376,265321.53
2377,353354.235
2378,133923.24
2379,198834.2
2380,143151.05
2381,160786.34
2382,182044.675
2383,217896.175
2384,241724.415
2385,151652.415
2386,142103.415
2387,135123.905
2388,101762.74
2389,129422.25
2390,134798.915
2391,134004.015
2392,112494.12
2393,163118.5
2394,146959.0
2395,191074.37
2396,148417.305
2397,199982.535
2398,124574.405
2399,65324.43
2400,59901.065
2401,114166.255
2402,137552.25
2403,132409.75
2404,142314.795
2405,160772.0
2406,136979.1
2407,127186.975
2408,137737.195
2409,133641.965
2410,157849.9
2411,122943.745
2412,161605.17
2413,138158.875
2414,133346.675
2415,129912.62
2416,128857.13
2417,131528.775
2418,125348.55
2419,133525.76
2420,126266.1
2421,149188.785
2422,120017.395
2423,129725.25
2424,146604.85
2425,169439.34
2426,125936.905
2427,135782.975
2428,173885.245
2429,115217.41
2430,130484.25
2431,122841.58
2432,135872.5
2433,142117.5
2434,145021.505
2435,153815.7
2436,106127.915
2437,107508.19
2438,122511.41
2439,110018.16
2440,124512.06
2441,106334.64
2442,105237.05
2443,112128.315
2444,125126.815
2445,89560.56
2446,129500.27
2447,222764.32
2448,144961.035
2449,113997.68
2450,156358.94
2451,126147.59
2452,215214.52
2453,98507.91
2454,127056.94
2455,103439.145
2456,137968.75
2457,116698.355
2458,110699.52
2459,110961.24
2460,140332.585
2461,117073.07
2462,134680.215
2463,118619.92
2464,160586.39
2465,131599.65
2466,117117.13
2467,157383.72
2468,96157.325
2469,96735.935
2470,179165.23
2471,199863.035
2472,171844.155
2473,119059.88
2474,113713.26
2475,219182.515
2476,108214.615
2477,131967.5
2478,161616.3
2479,119953.965
2480,132847.19
2481,134179.025
2482,134218.765
2483,117423.74
2484,120943.59
2485,122584.41
2486,151922.15
2487,182553.45
2488,155910.455
2489,149258.16
2490,151036.125
2491,90148.44
2492,181016.09
2493,134972.45
2494,160566.69
2495,99330.115
2496,214086.21
2497,150848.045
2498,119511.04
2499,92080.4
2500,130356.015
2501,133634.15
2502,147572.81
2503,98614.565
2504,188779.755
2505,219469.6
2506,253518.48
2507,323309.57
2508,253477.84
2509,225170.175
2510,227900.37
2511,188259.89
2512,218112.43
2513,216590.445
2514,235182.51
2515,148468.275
2516,152707.875
2517,134193.5
2518,143973.31
2519,227897.73
2520,209408.285
2521,193903.925
2522,223231.525
2523,133603.42
2524,140008.415
2525,142604.75
2526,140847.445
2527,119481.375
2528,125475.29
2529,133091.6
2530,110145.385
2531,245382.495
2532,233052.725
2533,200739.09
2534,243752.65
2535,307287.66
2536,236838.905
2537,227727.875
2538,186062.7
2539,192074.015
2540,176611.25
2541,182419.675
2542,162288.24
2543,130342.55
2544,134300.26
2545,128270.6
2546,143912.88
2547,140870.15
2548,157692.7
2549,161560.765
2550,376883.945
2551,145260.955
2552,119651.63
2553,90204.13
2554,117430.12
2555,110629.5
2556,105824.145
2557,116940.8
2558,161186.575
2559,138106.97
2560,127288.625
2561,142252.095
2562,132268.165
2563,141018.75
2564,170643.58
2565,127427.335
2566,146232.91
2567,135370.45
2568,180159.275
2569,188757.05
2570,120387.005
2571,163048.785
2572,188372.735
2573,248781.475
2574,301429.53
2575,127799.815
2576,129696.18
2577,152857.85
2578,97703.67
2579,80288.16
2580,128566.535
2581,135667.56
2582,116483.89
2583,288338.855
2584,162886.255
2585,173756.245
2586,202842.865
2587,205353.005
2588,152862.565
2589,144007.1
2590,232462.175
2591,202484.76
2592,229218.365
2593,249772.135
2594,176088.905
2595,208289.705
2596,328379.455
2597,180600.1
2598,275099.975
2599,323544.985
2600,154979.035
2601,134156.965
2602,85905.5
2603,93533.0
2604,87144.5
2605,83689.605
2606,143099.435
2607,174632.82
2608,197295.085
2609,167284.33
2610,117009.165
2611,157546.16
2612,152685.75
2613,127353.5
2614,124382.15
2615,151878.675
2616,140694.0
2617,169010.75
2618,178377.555
2619,220912.82
2620,188892.5
2621,184063.0
2622,189013.675
2623,255005.0
2624,267206.62
2625,332697.23
2626,164349.455
2627,187369.275
2628,414482.34
2629,536631.91
2630,351153.355
2631,462274.725
2632,393762.07
2633,309239.8
2634,380676.205
2635,149435.52
2636,189158.125
2637,164549.36
2638,257121.945
2639,180326.9
2640,152703.25
2641,112697.71
2642,192635.125
2643,106986.705
2644,130048.685
2645,94698.52
2646,92723.5
2647,95093.575
2648,135497.37
2649,141617.16
2650,149042.755
2651,156795.17
2652,432313.37
2653,254620.495
2654,241833.09
2655,362394.96
2656,317824.325
2657,336981.815
2658,280551.04
2659,304261.165
2660,317514.055
2661,339490.695
2662,340638.155
2663,274385.5
2664,280505.24
2665,320430.77
2666,294183.575
2667,169555.275
2668,179036.42
2669,175895.985
2670,287629.93
2671,182364.315
2672,180886.06
2673,203694.21
2674,205174.24
2675,170764.46
2676,187820.585
2677,196382.38
2678,263217.035
2679,274653.995
2680,271410.675
2681,409505.07
2682,329699.905
2683,503704.815
2684,302803.735
2685,341938.63
2686,262503.36
2687,331305.745
2688,227554.485
2689,214464.715
2690,479575.88
2691,188539.955
2692,140579.97
2693,196555.225
2694,135268.7
2695,192468.18
2696,185780.625
2697,192371.15
2698,198802.39
2699,182082.075
2700,166348.005
2701,146479.795
2702,120014.5
2703,144829.67
2704,141515.735
2705,129590.33
2706,116869.54
2707,121467.64
2708,136464.25
2709,114397.415
2710,128413.5
2711,285825.02
2712,361680.115
2713,177054.12
2714,149426.345
2715,171674.17
2716,166105.48
2717,182957.1
2718,229467.885
2719,154828.28
2720,164047.835
2721,142933.25
2722,167320.265
2723,144915.01
2724,128856.6
2725,138028.5
2726,145249.025
2727,172913.945
2728,164580.91
2729,155708.06
2730,143852.5
2731,119196.165
2732,117216.12
2733,158101.625
2734,145026.72
2735,137438.295
2736,144389.48
2737,124734.83
2738,133865.95
2739,160543.425
2740,135633.44
2741,149454.295
2742,153630.935
2743,151468.005
2744,146743.25
2745,139346.73
2746,134289.0
2747,151657.93
2748,125636.075
2749,130696.915
2750,134941.54
2751,128977.0
2752,235021.16
2753,156151.42
2754,196044.145
2755,129267.435
2756,94697.805
2757,72320.45
2758,88536.83
2759,155613.25
2760,141441.585
2761,147289.625
2762,149201.625
2763,190848.025
2764,166110.68
2765,256338.16
2766,145614.075
2767,91980.805
2768,124527.04
2769,138709.9
2770,158165.05
2771,122204.54
2772,124777.525
2773,136974.18
2774,137522.685
2775,134232.715
2776,145379.0
2777,149575.045
2778,127091.5
2779,120308.42
2780,109555.71
2781,102745.65
2782,98450.675
2783,109124.165
2784,129378.57
2785,136326.35
2786,83594.245
2787,118011.935
2788,90330.25
2789,214813.88
2790,92227.865
2791,114699.04
2792,85216.735
2793,165204.73
2794,107651.6
2795,115895.125
2796,104347.41
2797,186922.21
2798,125005.03
2799,118435.66
2800,79526.12
2801,110541.445
2802,141414.785
2803,156002.525
2804,148337.025
2805,95974.805
2806,100701.49
2807,154888.705
2808,147892.37
2809,134725.625
2810,137390.25
2811,157129.465
2812,145682.6
2813,158343.88
2814,163526.925
2815,100802.255
2816,251158.695
2817,133087.94
2818,129695.795
2819,179502.5
2820,130431.14
2821,106195.275
2822,183324.255
2823,219063.0
2824,178261.61
2825,150180.405
2826,135102.14
2827,142751.105
2828,206020.61
2829,170302.185
2830,227360.0
2831,191945.135
2832,219891.275
2833,287836.93
2834,217662.735
2835,216974.42
2836,193180.02
2837,171608.9
2838,145150.75
2839,181318.85
2840,192674.68
2841,206315.435
2842,225817.1
2843,149979.55
2844,157064.46
2845,124015.75
2846,215533.44
2847,199584.29
2848,219001.835
2849,213092.21
2850,282694.96
2851,239962.455
2852,227554.57
2853,236922.085
2854,139948.8
2855,196740.085
2856,208749.25
2857,190060.545
2858,196718.95
2859,139695.36
2860,126774.3
2861,142636.23
2862,192523.265
2863,121667.415
2864,266247.64
2865,143031.385
2866,135214.425
2867,91004.165
2868,116488.575
2869,122159.435
2870,156922.25
2871,108903.55
2872,61225.425
2873,104534.69
2874,139265.42
2875,115941.77
2876,161118.525
2877,144692.03
2878,163014.385
2879,145855.305
2880,108779.005
2881,152156.03
2882,162165.305
2883,172047.185
2884,180306.03
2885,179289.06
2886,194012.375
2887,103225.085
2888,127523.705
2889,59761.255
2890,84175.215
2891,136288.325
2892,62747.105
2893,107423.965
2894,65998.685
2895,320657.84
2896,288439.59
2897,195500.62
2898,147474.39
2899,234173.82
2900,156633.36
2901,182512.415
2902,185681.66
2903,344327.105
2904,348833.235
2905,123176.195
2906,195279.89
2907,117219.16
2908,128300.75
2909,143932.715
2910,83448.5
2911,86255.0
2912,154954.56
2913,87834.805
2914,83388.0
2915,82297.5
2916,87110.805
2917,151264.47
2918,114290.155
2919,220909.705
